"BehaviorSpace results (NetLogo 6.0)"
"untrust_reputation_jt_core_gp_var.nlogo"
"gp_var_3rdconfig_SW_90%discoverers_50nodes_10%attackers_08rankp"
"01/11/2018 22:11:10:403 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","30","0","31"
"[run number]","1"
"rankP","0.8"
"_is-debug","false"
"_network_type","""random"""
"network_coverage_for_attack","0.2"
"_log","false"
"_nodes","50"
"number_attacker","5"
"discoverer_turtles","45"
"[reporter]","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0"
"[final]","0.1"
"[min]","0.1"
"[max]","1"
"[mean]","0.5020479520479519"
"[steps]","1000"

"[all run data]","(count turtles with [ item 0 propositions = -1 ]) * 1.0 / (count turtles) * 1.0"
,"0.95"
,"0.34"
,"0.88"
,"0.66"
,"0.76"
,"0.12"
,"0.32"
,"0.36"
,"0.38"
,"0.58"
,"0.48"
,"0.12"
,"0.52"
,"0.12"
,"0.22"
,"0.22"
,"0.34"
,"0.36"
,"0.56"
,"0.2"
,"0.48"
,"0.7"
,"0.1"
,"0.22"
,"0.12"
,"0.9"
,"0.86"
,"0.88"
,"0.96"
,"0.44"
,"0.72"
,"0.88"
,"1"
,"0.2"
,"0.7"
,"0.1"
,"0.84"
,"0.98"
,"0.22"
,"0.48"
,"0.36"
,"0.1"
,"0.9"
,"0.52"
,"0.5"
,"0.94"
,"0.48"
,"0.2"
,"0.68"
,"0.48"
,"0.92"
,"0.92"
,"0.84"
,"0.92"
,"0.82"
,"0.92"
,"0.22"
,"0.36"
,"0.34"
,"0.34"
,"0.88"
,"0.64"
,"0.22"
,"0.58"
,"0.2"
,"0.2"
,"0.24"
,"0.32"
,"0.22"
,"0.36"
,"0.22"
,"0.54"
,"0.48"
,"0.74"
,"0.88"
,"0.1"
,"0.32"
,"0.48"
,"0.92"
,"0.32"
,"0.22"
,"0.16"
,"0.92"
,"0.2"
,"0.1"
,"0.88"
,"0.58"
,"0.2"
,"0.56"
,"0.48"
,"0.32"
,"0.12"
,"0.74"
,"0.92"
,"0.36"
,"0.86"
,"0.9"
,"0.22"
,"0.2"
,"0.9"
,"0.34"
,"0.34"
,"0.34"
,"0.48"
,"0.32"
,"0.6"
,"0.38"
,"0.44"
,"0.2"
,"0.76"
,"0.9"
,"0.4"
,"0.34"
,"0.22"
,"0.2"
,"0.64"
,"0.56"
,"0.66"
,"0.82"
,"0.68"
,"0.2"
,"0.1"
,"0.22"
,"0.58"
,"0.68"
,"0.22"
,"0.22"
,"0.8"
,"0.24"
,"0.5"
,"0.96"
,"0.82"
,"0.48"
,"0.88"
,"0.36"
,"0.76"
,"0.56"
,"0.22"
,"0.24"
,"0.22"
,"0.64"
,"0.24"
,"0.88"
,"0.2"
,"0.56"
,"0.58"
,"0.9"
,"0.82"
,"0.94"
,"0.24"
,"0.46"
,"0.66"
,"0.38"
,"0.58"
,"0.34"
,"0.34"
,"0.84"
,"0.3"
,"0.1"
,"0.84"
,"0.84"
,"0.32"
,"0.7"
,"0.34"
,"0.74"
,"0.52"
,"0.9"
,"0.86"
,"0.3"
,"0.32"
,"0.5"
,"0.82"
,"0.36"
,"0.14"
,"0.3"
,"0.88"
,"0.36"
,"0.86"
,"0.66"
,"0.58"
,"0.36"
,"0.1"
,"0.2"
,"0.22"
,"0.36"
,"0.24"
,"0.6"
,"0.32"
,"0.56"
,"0.38"
,"0.34"
,"0.9"
,"0.34"
,"0.34"
,"0.1"
,"0.86"
,"0.9"
,"0.6"
,"0.16"
,"0.4"
,"0.24"
,"0.94"
,"0.1"
,"0.2"
,"0.96"
,"0.86"
,"0.46"
,"0.34"
,"0.2"
,"0.86"
,"0.92"
,"0.32"
,"0.94"
,"0.24"
,"0.34"
,"0.92"
,"0.2"
,"0.94"
,"0.24"
,"0.34"
,"0.36"
,"0.56"
,"0.88"
,"0.84"
,"0.12"
,"0.1"
,"0.36"
,"0.84"
,"0.86"
,"0.9"
,"0.46"
,"0.5"
,"0.78"
,"0.72"
,"0.86"
,"0.36"
,"0.2"
,"0.38"
,"0.2"
,"0.32"
,"0.34"
,"0.92"
,"0.84"
,"0.12"
,"0.12"
,"0.56"
,"0.9"
,"0.36"
,"0.1"
,"0.44"
,"0.22"
,"0.2"
,"0.48"
,"0.58"
,"0.62"
,"0.54"
,"0.9"
,"0.92"
,"0.9"
,"0.6"
,"0.22"
,"0.76"
,"0.24"
,"0.32"
,"0.24"
,"0.24"
,"0.9"
,"0.24"
